CHANNEL_ID,CHANNEL_TITLE,CHANNEL_VIEWS,COUNTRY,RELEVANCE,SUBS,CHANNEL_LIFETIME_DAILY_VIEWS,CHANNEL_LIFETIME_DAILY_VIEWS_RELEVANT,CHANNEL_VIDEO_VIEWS,RELEVANT_IMPRESSIONS_DAILY,RELEVANT_IMPRESSIONS_IN_DAILY,VIDEO_VIEWS_DAILY,RELEVANT_VIDEO_VIEWS_DAILY,AVG_MINUTES,FROM_DATE,TO_DATE,LR,TAGS,IDEOLOGY,MEDIA,LOGO_URL
UCH5qP08MbQrFNAAfFx-6h3Q,AMS News,223012,US,0.95,23100,7249.140121,7249.140121,7191147,8292.191730299,2606.157393753,5971.037375415,5672.485506645,10.975684,2019-12-14T00:00:00.0000000Z,2022-09-01T00:00:00.0000000Z,C,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/8L9l8MAn3usy7TRvxbGk-GikJeG61wtvssBAoKbjiIq3NyfQSt7aGla5JLPVaHZQfRUXWdjr=s88-c-k-c0x00ffffff-no-rj
UCKpv0aXnKBkiU5uiEWAdpgg,Mercury News,96212876,US,1,114000,18144.742682,18144.742682,94842570,32966.470618139,22027.691536725,43333.879568106,43333.879568106,2.111992,2008-06-12T00:00:00.0000000Z,2022-10-04T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AL5GRJVRAVvTDCkQTxu_CkG7vESZgKlARksPaEls69-Y=s88-c-k-c0x00ffffff-no-rj
UCp_i632yhFIF3vp0Lt7dl1A,clearasvodka,8863024,,1,11000,2652.193936,2652.193936,8834458,1.953286395,1.550410751,132.382890365,132.382890365,6.084453,2009-03-02T00:00:00.0000000Z,2018-04-15T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJURaRd1oRq4t07UFV_d8S9pZxHC-ZzkFL4wH6wgJA=s88-c-k-c0x00ffffff-no-rj
UC2TahNYOn5RHJBeZTEplshA,M3thods,537083,US,1,40500,6656.888889,6656.888889,539208,1964.541120922,84.34393664,447.84717608,447.84717608,66.454545,2020-07-29T00:00:00.0000000Z,2020-10-18T19:16:34.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/a/AATXAJwoJ7Nnjl93wqKj7aVzRngeJ1CgZX4fVNoDFdfK=s88-c-k-c0xffffffff-no-rj-mo
UCW6A6OF_WihiIVM_GmqR3Dw,London Review of Books (LRB),4323181,GB,0.9,27000,948.543966,948.543966,4228609,973.219095134,1077.494361262,1019.428571429,917.485714286,31.260870,2010-06-03T00:00:00.0000000Z,2022-08-17T00:00:00.0000000Z,L,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AL5GRJU2tQPYst86HuCZKbxeLS6oY8hIVuUN4hUQSD_eTA=s88-c-k-c0x00ffffff-no-rj
UCrf7NjmJ8GzeKRfsEjzl4Ig,The Thinker,4990939,PH,0.8,111000,3040.650794,3040.650794,6321513,256.421458625,122.748896329,3710.11627907,2968.093023256,10.107527,2017-02-09T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/n4gv9Fb2kQId6fPH_I073tqSxQvRRLTs2RKEuwJarFblK3RUdO2garhbw867WNM76sU3ZFXW=s88-c-k-c0x00ffffff-no-rj
UCF4LEacx9sDvAbEJnlaJfKQ,KPIX CBS SF Bay Area,446474238,,0.85,357000,125838.993849,125838.993849,388716652,93142.780219453,104872.703878045,176377.029069767,149920.474709302,2.635147,2014-05-07T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/OKgPthSLG58QKGwkA-YeFh3obeHOlzT6JeNlxJTZZZLWn9YCZK-Y6k_l_d1nJ2ROPnmXIT7it70=s88-c-k-c0x00ffffff-no-rj
UCwpDBy43upJR7LZLrgnKkPA,"Don't Walk, Run! Productions",117218977,US,1,557000,43854.982076,43854.982076,105208102,255177.539022229,138859.710965603,62219.46345515,62219.46345515,16.692537,2016-03-27T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/bathcSLBh6_cA2dzxURdpWlo8lToBCNwe7USGFj0Nq_ks-MRUyYzixk388xGU380-ZU1dsGcXA=s88-c-k-c0x00ffffff-no-rj
UCaWesQ4Xnef9GafslJkS_8w,JailBreak Overlander,5699256,US,1,98600,2451.332224,2451.332224,5157603,3460.190163611,15021.42452097,3505.608803987,3505.608803987,14.028037,2017-01-15T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/a_ytJkxZbpLUvZwQ5a_kxFkCZCpE8ysGwOXSsfA_0cg2cqRqWHse4hKDrJv7jbU_nb7-8GT5Y1M=s88-c-k-c0x00ffffff-no-rj
UCMh3iFk-4U-JhR_TYadDuNQ,GRIDKEEPER / CELESTIAL PALADIN,11090970,,0.8,25600,1928.373100,1928.373100,11039936,438.109839628,94.781418781,496.424418605,397.139534884,15.171657,2007-01-30T00:00:00.0000000Z,2022-10-03T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXiijoGXg5tFsHcurff8CU3hrWjTf81MdsYeUhi=s88-c-k-c0x00ffffff-no-rj
UCoWIVzxp6oLjsGMGuzzmxig,Comrade Stump,12271525,,1,107000,4693.142583,4693.142583,12244409,246.969231097,15.067130059,274.593853821,274.593853821,6.500000,2015-08-26T00:00:00.0000000Z,2022-10-17T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJU4oBm7gGP2SAfMjEq-ZyLEOgaSUooyVQ7UNX4DUw=s88-c-k-c0x00ffffff-no-rj
UCmzAvLjPYUfY0ELVz-TOPbw,Dartmouth,28711042,US,0.95,88300,5309.364731,5309.364731,27337919,1383.5827533,13646.592304305,10807.115448505,10266.75967608,33.985240,2008-09-14T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,C,"[
  ""Educational"",
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AL5GRJU1H6IsRlI5Q-EEQUQCBgm2GzBWy65lVLDLa9yH7A=s88-c-k-c0x00ffffff-no-rj
UC_Jx-bzgxKhTRDHkgVqctAg,AtlanticoBR,11631141,,0.9,35900,2225.812500,2225.812500,11609838,53.157586911,21.99548093,217.985049834,196.18654485,10.682540,2007-08-22T00:00:00.0000000Z,2021-12-02T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/LBYoJEVuZim9DJXHVLrEzxn2MWTG3l9Xgq-4i6RepltNpiJyxgjQFkvnL-NilsVgbDwKhqp7=s88-c-k-c0x00ffffff-no-rj
UCb9DL5O8lBJpplCOqYJEJWg,BASSFZz,9123102,US,1,38300,1597.259939,1597.259939,8879168,3519.716471782,1895.03884112,1261.581395349,1261.581395349,19.578470,2007-07-29T00:00:00.0000000Z,2022-10-17T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AL5GRJW1E4_pc8XZdb4HAtYOdrYEUiR8fKwbmW8Boze6=s88-c-k-c0x00ffffff-no-rj
UCXpuS2AVdBXMu9d8V1YzWSQ,carl ii,546927,US,0.8,11800,767.636525,767.636525,865894,274.489563805,124.315095559,274.153654485,219.322923588,47.299320,2018-11-23T00:00:00.0000000Z,2021-12-25T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLS2o0DKozA3WFR4bLH41stM46KvDRXazNDggPtp=s88-c-k-c0x00ffffff-no-rj
UCiTnIVJLN3wBHM9EQx4kW8g,Ben Shapiro Thug Life,17489577,US,1,92600,8146.087220,8146.087220,17465211,616.111299246,184.446737434,540.754152824,540.754152824,2.291667,2016-03-21T00:00:00.0000000Z,2022-02-02T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""ReligiousConservative""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJW8xq71m5TwCjjCbw9SBPhpkQR75y0K8CkzPwXfBw=s88-c-k-c0x00ffffff-no-rj
UCnVjidHzypKf5oTKWSA1G3g,Michael Heaver,51989820,GB,1,88100,23504.554191,23504.554191,44024030,119969.837939122,71813.288208711,35220.372923588,35220.372923588,4.330842,2017-09-04T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWyIxh302yldw_QnDCYKuHjp5qrlK6i-C_YfSUuDw=s88-c-k-c0x00ffffff-no-rj
UCuCU_ubPynA_UVP4ehvOr-w,CAL FIRE TV,6459779,,0.95,20300,1237.539050,1237.539050,6306499,2458.874908749,2284.876186683,2681.009136213,2546.958679402,7.165179,2008-11-03T00:00:00.0000000Z,2022-10-17T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUJfy9cBGe5I7NAZGa-klwZ2gIvzPHAGPYTZ366=s88-c-k-c0x00ffffff-no-rj
UCwgZudfmdNSEjLga2AtijPA,BlackandNobel Books,12461101,,0.9,50400,3141.557863,3141.557863,12406012,2.727109002,6.41374433,200.575581395,180.518023256,14.702112,2009-04-29T00:00:00.0000000Z,2020-02-20T02:24:20.5413255Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUM20hS8gLg0YIxS4yZwTSw61RYQ1kh-rDc9PfaWQ=s88-c-k-c0x00ffffff-no-rj
UCV4DdevGnefXd8iNnCKAm-A,The Messed Up Church,9500757,US,0.9,49300,3308.569650,3308.569650,8503024,10677.59550232,5802.775069719,5919.200166113,5327.280149502,33.832272,2015-09-29T00:00:00.0000000Z,2022-10-12T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/cCsvmXC8068oIaWcZohsqKvMldZu-EHUfJ6GhrXlsJ89NvppgljzndsQwTbIktx0ADV9-ScI7OQ=s88-c-k-c0x00ffffff-no-rj
UCB6l0AYUwx9SkX7PlXT4UzQ,Best Sleep,31421,US,1,27900,38.504425,38.504425,30457,4.619543779,0.3867167442,16.250830565,16.250830565,26.296296,2019-06-27T00:00:00.0000000Z,2021-08-26T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/IbQI_Eh6fQGiWUCYzEjTVyC_OL9T2OIrF3iV1qsDwiAYkRK-r2kC3u2VMIOnqF1VI53Ikryf1A=s88-c-k-c0x00ffffff-no-rj
UC2-i3KuYoODXsM99Z3-Gm0A,friendlyjordies,191911626,AU,0.9,703000,51452.013273,51452.013273,182191579,351827.59390203,298370.620180963,93801.422757475,84421.280481728,10.303933,2013-02-15T00:00:00.0000000Z,2022-10-27T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/3ue5wrQ3EZCKVJot8Lu-j52XJwC088V-cNbdi75OPB58PTOJPom28b6q_Cs7LAxwEwgpjBQoNQ=s88-c-k-c0x00ffffff-no-rj
UCsFQRDOidbDH1t5IyOcR-ug,Drunken Uncle,5557212,GB,0.95,21400,2529.541609,2529.541609,5501753,1177.007927443,1050.205050347,699.707641196,664.722259136,55.197552,2016-11-02T00:00:00.0000000Z,2022-10-17T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVwveuXCC6ib2_ksVqYEMz8Ovb86AGhx70JUBudxQ=s88-c-k-c0x00ffffff-no-rj
UCsoxLOMG9Uo_Td17zdp7vKQ,Discovering Religion,2413056,,1,17100,1417.866471,1417.866471,2410373,11.360600581,3.191266725,24.156976744,24.156976744,11.259259,2010-03-15T00:00:00.0000000Z,2014-11-09T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/jCIBf_8lq45MiMAbOcyj4Ja2mq7qz8wQCi_AycI-eFfs3Aqp5c8wIvaRVKwlwke0Bxgsv3YhuA=s88-c-k-c0x00ffffff-no-rj
UC-zjimDBIWQWE1rMw43jhOQ,End Times Prophecy,5153091,US,0.95,92100,2715.769841,2715.769841,5132805,2345.496272456,36.297004023,836.373754153,794.555066445,32.820513,2017-08-09T00:00:00.0000000Z,2022-10-12T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXVq7hCM9mZg9aUa7d2rJjbWVkx-msBDLbv7frM=s88-c-k-c0x00ffffff-no-rj
UCgymswUvPzsyWrnnnhHMevw,senatehub,21238,,0.8,17600,185.964912,185.964912,21200,0.2333266777,0.06146465116,0.1337209302,0.1069767442,2.285714,2009-01-11T00:00:00.0000000Z,2009-05-05T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXWJr7HMKn85jc8KRFBg3qMjpO4MUGf39tAeQ=s88-c-k-c0x00ffffff-no-rj
UCNgXhtupacTO2HlcakmMIhA,Legal Cpn,1229350,US,1,18400,411.597882,411.597882,1204747,19.058792375,11.728936529,199.840531561,199.840531561,3.714286,2014-09-10T00:00:00.0000000Z,2022-09-15T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVPeipB-2dGRKVgHO4EIr1J1IjnyhByJiSk1MWqIg=s88-c-k-c0x00ffffff-no-rj
UCfxyfS98YVHRfRFhh_QlXQw,Soldiers Of Faith,189010,,0.85,12200,1522.369668,1522.369668,321220,58.116179555,7.604540861,33.477574751,28.455938538,11.214286,2015-03-18T00:00:00.0000000Z,2015-10-15T02:45:23.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWRjGrKKGUVvGhEM5zUPKfTHIP-IsgWujZP4WYCVQ=s88-c-k-c0x00ffffff-no-rj
UCIE5bMdIkxLBHe3dJSssU5g,Nibiru SOL Searcher,4757373,,0.8,15900,3196.225806,3196.225806,4755984,8.075716219,1.541442341,10.874584718,8.699667774,7.325000,2017-04-15T00:00:00.0000000Z,2021-05-12T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUshNh59ngQfahXON-vcayItBgYhPxCGawPBLWKZw=s88-c-k-c0x00ffffff-no-rj
UCFp8SSEB48odTh6s46IlXwA,Chad Swans,1545658,US,1,11100,1437.738605,1437.738605,1545569,23.7743226,0.7548021806,24.271594684,24.271594684,15.982456,2017-12-12T21:25:04.0000000Z,2020-11-21T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AAUvwniTTAHpmmHC-2RTwEjEHgGZ7uYAMDgjv7P0rRZe1A=s88-c-k-c0x00ffffff-no-rj
UCQeHcVNo6CPWpgJaqEObrqA,Brad Johnson New Earth Teachings,8144815,CA,0.95,68900,1902.034465,1902.034465,7560587,6439.085232304,3682.481352815,3003.026578073,2852.875249169,35.251089,2011-12-03T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/eq6-UBXT1YQZyFe4WVpTX12JQ2vSxgFU_YCM_kpvSrykk8O1N96ggyiPDUFlkc5I4C8hQ8C4M18=s88-c-k-c0x00ffffff-no-rj
UCBnnls7hGYmkQmuFTDDe10g,WPXI-TV News Pittsburgh,19656045,US,0.9,35000,4854.889292,4854.889292,18725308,9940.463262628,5037.127400111,9673.936877076,8706.543189369,9.119244,2012-03-23T00:00:00.0000000Z,2022-10-14T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AL5GRJVeJ8g1VuP7sKErlO9Bby-9NxxF3WvqBoOobxr7=s88-c-k-c0x00ffffff-no-rj
UC5aeU5hk31cLzq_sAExLVWg,Ruptly,1560528477,DE,1,2140000,427264.830624,427264.830624,1445436922,602545.957831747,228444.984895053,351152.913621262,351152.913621262,15.679953,2012-12-02T00:00:00.0000000Z,2022-03-08T00:00:00.0000000Z,C,"[
  ""Mainstream News"",
  ""StateFunded""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AMLnZu-3NEDOemF7w2OjyV1YVoL-CkNZ8-6fy66b79TRMA=s88-c-k-c0x00ffffff-no-rj
UCPBH_4Day-bo8BO5k31TxgA,Peter Maxwell Slattery,412862,AU,1,20100,182.462117,182.462117,655039,487.65663735,52.474399496,337.593853821,337.593853821,9.833333,2012-11-08T00:00:00.0000000Z,2022-09-07T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/MWJGGWA8sZS71iVgj9zL00ncXVVuGmw99xIZv_wn6Ij7hXQO-jzoBrSv2JI10QmHoFoLIbek=s88-c-k-c0x00ffffff-no-rj
UCJjuggclDEHRQ09vXG61ulw,Aikoten Universe,68890,NZ,0.9,96600,69.674774,69.674774,200524,22.630328118,6.853024846,22.823089701,20.540780731,17.865385,2014-11-08T00:00:00.0000000Z,2022-09-25T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/USS7PNvbsMUI9_wboJYtdH2T-2gGwbuJ6TFgE-JAkW5arXs8tB7J17AdgqxQXIN536v_iK1JFA=s88-c-k-c0x00ffffff-no-rj
UCau23h1uU0VjL7uGR3We2Dg,thirdeaglebooks,22023373,US,0.95,52100,4210.599230,4210.599230,21874063,1145.338238802,224.240304764,753.975913621,716.27711794,45.435154,2008-07-31T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJX0udFzgQ1y3OZyMn-F6BslHX-W3BlFDfRRu8BQ=s88-c-k-c0x00ffffff-no-rj
UCuKHO4XPTwLyFzYIz8lCaRw,Comedy Untamed,12764170,AU,0.8,76300,5462.640848,5462.640848,12624163,1932.561136067,2258.59214887,7829.813122924,6263.850498339,38.113014,2016-06-22T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/QTFXv2h18_S1N8ENKC5oOnD6Law9Oa2FnBmTZ9_ajbKE1FHtdzMknBPmOWEqTi7WqpiZe2Q=s88-c-k-c0x00ffffff-no-rj
UCYZUqEJkBGFXf1ESAEoLFOg,Black Guns Matter,663415,US,0.9,26300,277.512554,277.512554,641054,910.34689121,159.567046884,374.21345515,336.792109635,9.530726,2016-06-29T00:00:00.0000000Z,2022-10-26T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWJKoPMBS0bFrhZgy0ih3U5U0ovbIhH5RcVUxw74Q=s88-c-k-c0x00ffffff-no-rj
UCDxlgsavmsKWG2XjikF_ehw,Mr Baldy Sensible Catz,3267594,GB,0.9,32600,2196.022362,2196.022362,3142508,1234.218002342,709.436166689,1461.78654485,1315.607890365,19.350000,2018-11-15T00:00:00.0000000Z,2022-10-16T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/yZEFdagk_BtVuhxXzXDMTK2o5auoxcd3k8JSrdGzvJEU_rdJoimZ6XXU3dg9mM9HGJDDYfMUFcI=s88-c-k-c0x00ffffff-no-rj
UCg0exrjbJK7fhtpz9MfoxLg,JENNIFER MAC,8937065,US,1,95900,2481.500777,2481.500777,9578593,3607.236678268,435.722929497,2885.840531561,2885.840531561,9.217284,2012-01-01T00:00:00.0000000Z,2022-07-27T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVdKCbr1EGPbbyOOmb31xCXRqfAke_p4kBhm6OvMQ=s88-c-k-c0x00ffffff-no-rj
UCl_l5WUVEQ8RXXGmiMg9GeA,madworld tv,8089308,,1,16200,143822.196429,143822.196429,8054043,801.664451272,581.351606001,1177.863787375,1177.863787375,12.681818,2019-01-31T00:00:00.0000000Z,2019-03-28T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVBI1Y3J3epf1JJzkcuQinTrm0ZBSNsdjDBF2MU=s88-c-k-c0x00ffffff-no-rj
UChWMAo1lTUpb1Zzcf4IUuJQ,Vosto Vlad,1232041,,1,20200,433.463849,433.463849,1241007,124.780377081,56.43015763,275.947674419,275.947674419,25.537037,2014-11-18T00:00:00.0000000Z,2022-09-20T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJX7EqquooxoCkDB7q5iXl46kBhVJAlRuL7f_E0ydQ=s88-c-k-c0x00ffffff-no-rj
UCxt2r57cLastdmrReiQJkEg,Tom Nicholas,22160447,GB,0.9333333333,406000,9056.530702,9056.530702,18584001,28580.667604648,38816.81587611,14106.67358804,13166.228682171,19.686869,2017-03-09T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,L,"[
  ""Educational"",
  ""PartisanLeft"",
  ""SocialJustice"",
  ""Socialist""
]",Socialist,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXzppEM4Ckv74oqo5Aywd-mlqB8jGOQmGF7sQRUIw=s88-c-k-c0x00ffffff-no-rj
UCYeOjgxKbl8ww9_g7mv8aRQ,Bryson Gray,38685397,US,1,259000,8058.934542,8058.934542,24007566,35938.024048641,16748.871630144,19192.427740864,19192.427740864,15.589506,2014-08-24T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/yAJ38VfDRiv2ZE06bMfAjB_iXwe1ms0a1KsXPb8k1BmJ5hsbkMg_-8Sn_kg6IYUdULfJoBhr=s88-c-k-c0x00ffffff-no-nd-rj
UC99vZUe84LuuZQKzf_l_M3A,Bruce Gore,7876446,US,0.85,41000,1857.186093,1857.186093,7504889,1464.227291083,1780.075627581,2591.821428571,2203.048214286,51.003130,2011-09-24T00:00:00.0000000Z,2022-10-17T00:00:00.0000000Z,R,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWfmBBfcBmELbEln7sUtDW2J7thA-8qE0Yb6TB02_k=s88-c-k-c0x00ffffff-no-rj
UCDFe_yKnRf4XM7W_sWbcxtw,Joe M,11745349,US,1,368000,15781.648738,15781.648738,14377082,886.172599402,343.424811811,2978.776578073,2978.776578073,5.300000,2017-12-30T16:06:30.0000000Z,2020-06-28T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/a/AATXAJwseI04jwU29PIYyicQqwF56B4fnhKldAjsOWPN=s88-c-k-c0xffffffff-no-rj-mo
UC1_E8NeF5QHY2dtdLRBCCLA,africanews,146550771,,0.85,617000,50595.320508,50595.320508,127550803,13984.539444103,8334.094624795,58166.688538206,49441.685257475,2.214480,2015-11-05T00:00:00.0000000Z,2022-09-30T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/L8irqEmpi37buYveRShxDoYvBTtJs4UboF4yo7sPY86uzdIy_oJ06A3VsP-TGjzFpEewg_iV1Cw=s88-c-k-c0x00ffffff-no-rj
UCnnKAcmMC3u4KzUSgU_LarQ,brianmonarch,27718323,,0.85,56800,4467.968143,4467.968143,26226973,4020.676783019,1135.314712,18933.709302326,16093.652906977,6.313364,2006-09-18T00:00:00.0000000Z,2022-10-14T00:00:00.0000000Z,C,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVtvU9hT0DmCGF_23rcl80NBE7OCoYR31-ZNmkr=s88-c-k-c0x00ffffff-no-rj
UC9Cuo8h5aYfnpTk6fR624vg,John Patrick Acquaviva,4011955,GB,0.9,45900,1207.829792,1207.829792,5116367,2627.602070547,2513.864491264,2387.852990033,2149.06769103,15.127090,2011-03-10T00:00:00.0000000Z,2022-10-14T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXSnio8MMQS3jxm1V8wyL13G3IPkArMK0UkEFBVow=s88-c-k-c0x00ffffff-no-rj
UCcMaEy03JduXj8CnoKg0h_g,CWConnect,4350390,US,1,79000,6102.467511,6102.467511,7231424,14035.697365185,1099.50251817,6003.015780731,6003.015780731,37.920145,2018-09-23T00:50:38.0000000Z,2021-12-21T15:22:43.6065306Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/wSb3CCpf8zfCdBMM1JZNEx1kDJVv52iNYMVUpDothmBmFpr-swxdbCvpTXuWzMP5Ade6xCUexA=s88-c-k-c0x00ffffff-no-rj
UCskQEEbNowtaWFlIDW65g2Q,Alisa Childers,11426262,US,0.8,169000,4842.690109,4842.690109,10673289,27411.011186951,45060.921925915,8809.365448505,7047.492358804,29.293151,2016-10-03T00:00:00.0000000Z,2022-10-16T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVI-jhcwLEocM2hoWZxW0XILJTRsiRgFlYXSzZ8xg=s88-c-k-c0x00ffffff-no-rj
UCpYOMLTGy-X0vZKULmDNvCw,chicenBurger,3352534,US,1,15800,1286.889316,1286.889316,3348486,2.488599394,0.7609882986,33.577242525,33.577242525,39.235294,2012-01-22T23:50:08.0000000Z,2019-03-08T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUT8Q3Ypw9_Wp1RwfAvhSCO4aSquC_QPNFVDCQTOg=s88-c-k-c0x00ffffff-no-rj
UC0v4ZBPYfq-sPmXOd67cDww,Destroying the Illusion 2.0,15849,US,1,51900,1012.444444,1012.444444,18224,2.299965864,0,15.136212625,15.136212625,24.666667,2020-09-24T00:00:00.0000000Z,2020-10-12T18:10:02.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/a/AATXAJxS9_nFL7yhk7tAThjFMYj7dQ0rQ0LWC60msZY0aQ=s88-c-k-c0xffffffff-no-rj-mo
