CHANNEL_ID,CHANNEL_TITLE,CHANNEL_VIEWS,COUNTRY,RELEVANCE,SUBS,CHANNEL_LIFETIME_DAILY_VIEWS,CHANNEL_LIFETIME_DAILY_VIEWS_RELEVANT,CHANNEL_VIDEO_VIEWS,RELEVANT_IMPRESSIONS_DAILY,RELEVANT_IMPRESSIONS_IN_DAILY,VIDEO_VIEWS_DAILY,RELEVANT_VIDEO_VIEWS_DAILY,AVG_MINUTES,FROM_DATE,TO_DATE,LR,TAGS,IDEOLOGY,MEDIA,LOGO_URL,AVAILABLE,VIDEO_COUNT
UCsWnDtLWKEMJHKYCc9647yQ,Laura Loomer,4485271,,1.0,85900.0,2770.161233,2770.161233,4673262,3434.996915305,126.643408522,688.909468439,688.909468439,4.972067,2017-11-16T00:00:00.0000000Z,2022-06-30T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""Politician""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWYefCQE0Kpg0m5B-SSPaIsksggMz22rRylYqTobQ=s88-c-k-c0x00ffffff-no-rj,YES,205
UCxgz33tlh7PZMwMv-SxPRQQ,tupackilluminati2013,4270703,,1.0,17100.0,7248.16129,7248.16129,4269167,1.226526944,0.0,14.309800664,14.309800664,4.935484,2013-01-09T00:00:00.0000000Z,2014-08-21T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWRYq1ejIQOCAd2LDu4SPXRYbIbZTA-aEUVolpR=s88-c-k-c0x00ffffff-no-rj,YES,31
UCViO5gRp5Boa6QslAo-gPAQ,Rational Disconnect,507177,,1.0,18800.0,676.577023,676.577023,518258,154.010007633,136.761001573,44.573089701,44.573089701,22.789474,2017-01-19T00:00:00.0000000Z,2019-02-24T00:00:00.0000000Z,L,"[
  ""SocialJustice"",
  ""Socialist""
]",Socialist,YouTube,https://yt3.ggpht.com/ytc/AL5GRJV-WZJO9PE_WYJ9QRsGPJEx3-BYpcXhrn2ie_mfSg=s88-c-k-c0x00ffffff-no-rj,YES,18
UCwimRSkUtQws368ZEXldsdg,Sevenfold Films,24289,US,1.0,25300.0,25.503585,25.503585,46238,25.169678488,6.598971296,19.352159468,19.352159468,16.142857,2017-08-15T20:41:46.0000000Z,2022-08-02T00:00:00.0000000Z,C,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUGxtw9YvVl7nAj9G7fB9kzXY9itqyfhWOIZs6QFQ=s88-c-k-c0x00ffffff-no-rj,YES,11
UC3oeGb7WCqUn0niycbNSc0w,The Right Brothers,796204,US,1.0,40100.0,482.34758,482.34758,767415,840.902128446,74.34667002,518.831395349,518.831395349,11.06383,2018-06-14T00:00:00.0000000Z,2022-10-22T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXvI4cFtUFrRb1VglmxmjcMTUdfeUfzgeKwtURsRQ=s88-c-k-c0x00ffffff-no-rj,YES,160
UCVF8SAGEQnBA-yKM4iQNqfw,Riley J. Dennis,7533922,AU,1.0,113000.0,7979.295836,7979.295836,14753718,6712.609420014,5693.43174763,4936.665282392,4936.665282392,8.665198,2016-09-04T00:00:00.0000000Z,2021-09-27T00:00:00.0000000Z,L,"[
  ""LGBT"",
  ""SocialJustice""
]",LGBT,YouTube,https://yt3.ggpht.com/ytc/AL5GRJV6GgdJgSI5BC1fsrCJhm5gyDXdeTt7lXF3ZcQyrg=s88-c-k-c0x00ffffff-no-rj,YES,55
UCtmb_BaFh7rqhanqaLey4vg,Helen Utegaard,4511881,US,0.9,27100.0,3014.828146,3014.828146,4455916,1578.387236445,1018.469599008,1354.049833887,1218.644850498,12.667969,2018-10-02T00:00:00.0000000Z,2022-10-19T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXQ95sMuemG9tObUEXLfE_nQOTFRJtD91_drVybyQ=s88-c-k-c0x00ffffff-no-rj,YES,285
UCB1Xo-21g5dzPqH_pg0lLkQ,Feed Your Mind,329273,US,1.0,65000.0,267.14658,267.14658,328056,297.396942616,53.514292657,216.03820598,216.03820598,5.08046,2019-05-27T00:00:00.0000000Z,2022-10-06T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWsLnoH6xMo7QvOASoyo2JLcWk-I2D0-J3LF5m0=s88-c-k-c0x00ffffff-no-rj,YES,64
UCkhakammPmSa4EvMPhEVN-g,A Voice For Men,6103991,,1.0,31700.0,1923.563735,1923.563735,6036143,11.77534696,27.492476135,100.031561462,100.031561462,55.892068,2009-06-03T00:00:00.0000000Z,2018-01-05T00:00:00.0000000Z,C,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVcZTDXL0l9DUqslVerb524CujkpHJ-9igUyHFwng=s88-c-k-c0x00ffffff-no-rj,YES,460
UCMzt8xq6qQ3XQ_DlNfJx0-w,Senator Josh Hawley,11680743,US,1.0,76700.0,6801.396267,6801.396267,9474345,29381.065879968,34530.629064634,7216.07641196,7216.07641196,5.728601,2019-01-04T00:00:00.0000000Z,2022-10-28T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUm8RJFo-6qS_U0y73papvBZ3C1zNQhxrjQ9X7Ouw=s88-c-k-c0x00ffffff-no-rj,YES,659
UC7ktpNzvxJo8PHD0bLl5K-Q,WeatherWar101,3141995,US,0.7,38000.0,1332.21176,1332.21176,3126701,7.532364238,1.584892163,58.295681063,40.806976744,11.908475,2011-07-04T00:00:00.0000000Z,2017-12-06T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUHHaQ4W7xEEaPNAAu7No2J0S8q6vCahLbEnC7IFQ=s88-c-k-c0x00ffffff-no-rj,YES,294
UCDlqT5aZvC8_98DnkEDAy2A,sailingmanuel,6008167,,0.9,11600.0,1707.453798,1707.453798,6023897,2.010313054,1.63927547,69.9410299,62.94692691,3.942181,2008-04-01T00:00:00.0000000Z,2017-11-28T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVmxWt11Yv4VVgt9KvfZHC-Ty8CRX69ca7jyv3w=s88-c-k-c0x00ffffff-no-rj,YES,759
UCNxfP_6KS7l-ICm2DOC0XmQ,DESTRUCTION BY DESIGN LongCrow,4127,,0.9,13600.0,13.236667,13.236667,3971,0.5645569485,0.08706537957,1.19269103,1.073421927,11.5,2017-02-16T00:00:00.0000000Z,2017-12-13T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWkdDtNMZRtGJmrcGBx1vD6cqVDH7LiJJOsr6sTig=s88-c-k-c0x00ffffff-no-rj,YES,6
UCi9O_XWxek7YY5T0HnFZ8yg,Calvary Chapel East Anaheim,2993672,US,1.0,24100.0,1245.93439,1245.93439,2829517,1345.923335215,17910.409363509,1779.779069767,1779.779069767,69.293537,2016-08-01T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWz_7Yt29oHMCB_uZGPtgh42rFL6QKKlgL6EGuedg=s88-c-k-c0x00ffffff-no-rj,YES,786
UC3TXr5-4E_5wgMTGAT2DRHw,Against the Grain,3676714,HR,0.85,17500.0,1545.327312,1545.327312,3592886,971.498448802,345.899449977,1087.069767442,924.009302326,46.071986,2016-06-12T00:00:00.0000000Z,2022-10-24T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJV01-9kxD4evCtipOHYu8WFzKh9q5mht3ut0o43QQ=s88-c-k-c0x00ffffff-no-rj,YES,34
UCiZ9x_-pAYbSniDueK1UbPw,A Great Storm is Coming,2809234,,1.0,16400.0,1611.612038,1611.612038,2704285,5.256023887,1.930205515,278.012458472,278.012458472,65.333333,2010-07-26T00:00:00.0000000Z,2015-02-28T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVGLC1JvQqOCFQRu5Ir7qHBfcMjI7X2ZxzyrkDG=s88-c-k-c0x00ffffff-no-rj,YES,38
UChvGXSLR5FOQyj4QYHRfReQ,RAVEN WITH THE CROW,0,US,0.95,17100.0,166.105737,166.105737,683359,12.121570188,5.609460162,16.759966777,15.921968439,23.157895,2010-06-30T00:00:00.0000000Z,2021-10-04T01:41:35.8908098Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/9y1JdIXGwz40UJD3xQqATKwm5_PKunAayjgSNJ2_X9N3Oo1S2muypXqYlbRrQN6I6g7orWWcQQ=s88-c-k-c0x00ffffff-no-rj,YES,12
UCFvC8RWHFWjXk9-jMWq9P9w,Burr Archives,67320040,,0.8,149000.0,107936.075929,107936.075929,66812431,600.159573269,2718.540915628,9872.439368771,7897.951495017,8.293194,2017-01-12T00:00:00.0000000Z,2018-09-23T00:00:00.0000000Z,C,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXa_kxCYrGAlAcEAxXphhfQiNbw4q6zHg2WkMbl=s88-c-k-c0x00ffffff-no-rj,YES,573
UCT9KASHszaBQS6xLuSPv9JA,Nationalist Analysis,39166685,US,1.0,34500.0,18348.48518,18348.48518,40238228,32.210287321,229.136475192,2962.531561462,2962.531561462,1.887255,2013-08-12T00:00:00.0000000Z,2019-08-14T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVYlgV56KQ1NlqHIECWrI1BdWok29b82BtDKx9eQB8=s88-c-k-c0x00ffffff-no-rj,YES,195
UC5fHBGiBdRN5MWMHEGFcZNw,HIGH ENERGY,9278196,,1.0,47200.0,5044.692641,5044.692641,9322592,5097.002625834,416.587289355,1942.578903654,1942.578903654,20.46875,2016-12-20T00:00:00.0000000Z,2022-01-11T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJU9cAcO_pI6K_kiAL9sc2xsjTU7SBajrNOoHGo=s88-c-k-c0x00ffffff-no-rj,YES,60
UCHiwtz2tCEfS17N9A-WoSSw,Pop Culture Detective,72823608,US,0.85,997000.0,13064.01391,13064.01391,68559945,10531.335421212,13783.519073899,15683.689368771,13331.135963455,17.688525,2008-03-06T17:12:24.0000000Z,2022-07-19T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVB695SgpUUf7mQkCiyX7c8xPrHN8AKn0uFw3Wr9w=s88-c-k-c0x00ffffff-no-rj,YES,64
UCGI5WRLz7xKYYysKyS_jpdg,Liam Galvin,53601390,GB,1.0,59200.0,9055.040866,9055.040866,52292861,5939.342015005,3808.54236771,13483.528239203,13483.528239203,7.092199,2006-12-28T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJX-xFq_zPCR_gh0PrEHxjn5lZqDUmFcumImQ2PC=s88-c-k-c0x00ffffff-no-rj,YES,2121
UCZkxQlv6WXLHbIRNcA7nwdA,Sean Feucht,19499189,US,0.8,170000.0,4359.466169,4359.466169,18684672,19124.745845146,23870.586844171,14636.07807309,11708.862458472,25.889374,2011-01-26T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ckm9mCqffNHoqELPw9UVbtImbhoJbimlRTT9gI2VXqBTbCxyztrbhve7E2NIgCQTPrnsuaj7kA=s88-c-k-c0x00ffffff-no-rj,YES,837
UCCNLO0GPt_8zB3hcbFEcDog,The Crigler Show,7550501,US,1.0,193000.0,9740.5,9740.5,8318387,21403.193426217,6261.855062497,6869.730066445,6869.730066445,29.485119,2020-06-26T00:00:00.0000000Z,2022-10-28T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/MOuMWwxdU8JgjbXOT3btV3uQR0aoT6M7MXOFGpz37OtMsQ3hU1Ek4KDZUGHJwljRe0vE5WUkrGk=s88-c-k-c0x00ffffff-no-rj,YES,828
UCm9O8xILJQAs9LxaM4HiMOQ,Bart D. Ehrman,17357398,US,0.95,111000.0,4963.134135,4963.134135,16095444,2794.662048331,6828.934903462,5283.676910299,5019.493064784,58.578947,2013-11-01T00:00:00.0000000Z,2022-09-18T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AL5GRJURDQ6vwF8yi--HPmujXs8iEOcA22fx2nW11kE6Lg=s88-c-k-c0x00ffffff-no-rj,YES,197
UCgqls4l5NB4gjws7ghpa3ww,OMTimesTV,10565451,US,0.95,18800.0,1820.629365,1820.629365,10428565,553.037588538,233.109668706,282.701827243,268.56673588,34.351474,2007-02-13T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/AhSzy3EQ19NB8o6EAwMeuLOJwwcC79PL4MdEbI6EOpVAiOXT-tpzubpNBuoEEeMLu00kdJHT=s88-c-k-c0x00ffffff-no-rj,YES,216
UCnESeKWQPmL85jLaZU6Babg,The Convo Couch,6262797,US,1.0,47200.0,3301.831965,3301.831965,6032447,11680.238867278,1561.419092174,3096.738372093,3096.738372093,46.577257,2017-10-27T00:00:00.0000000Z,2022-10-28T00:00:00.0000000Z,L,"[
  ""Conspiracy"",
  ""SocialJustice"",
  ""Socialist""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJV41fUZmg9WVIA53eySdVGsIe43P7E7tKpPAFzd=s88-c-k-c0x00ffffff-no-rj,YES,1273
UCJ-GqOVcDG0LibYX4TjAeCg,Barely Human,5959186,,0.9,19300.0,1475.545997,1475.545997,5934646,147.688584469,3.885733358,187.809800664,169.028820598,8.25,2011-10-24T00:00:00.0000000Z,2022-10-28T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/tqLqQlf2_wPI5-xeVRdkuJ5cRx-DBdcCyHLf8Zl0EV3xyFQTl7Z8lvuFPMBFwM1DexGTRYTSGgQ=s88-c-k-c0x00ffffff-no-rj,YES,11
UCAtzwY9Z5ONFM7rxAFdp_mA,Mark McMillion,3457403,,1.0,32200.0,934.215861,934.215861,3345427,404.458205515,334.609452612,870.946013289,870.946013289,24.372881,2012-11-09T00:00:00.0000000Z,2022-08-30T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVjGctj3Qk3PmRWb6DlGIK7g2z7uzU0IAF1Rxxd=s88-c-k-c0x00ffffff-no-rj,YES,63
UC-sgHphfnBhikBxyF2GbMdw,thetruthergirls,23299621,CA,1.0,105000.0,4921.636986,4921.636986,24431006,1754.854133397,190.480272611,834.157807309,834.157807309,9.626469,2009-03-23T00:00:00.0000000Z,2022-10-25T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUdzrb9PkrUQh3GrHOYAYu-JQyL0DTyo2jCFoz-HQ=s88-c-k-c0x00ffffff-no-rj,YES,1487
UCCtE8jR4l6XsiZbnfSrlGGA,Truth In Genesis,12656443,US,1.0,68300.0,3491.911226,3491.911226,12783887,38.41833157,29.87193766,505.839700997,505.839700997,17.363112,2011-01-18T00:00:00.0000000Z,2021-01-26T14:51:45.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVp8pxSfTPhSbEAMVhjwWTeLNhB9mJ8bkQ5V9ralQ=s88-c-k-c0x00ffffff-no-rj,YES,180
UCehlmTLRMjIz3PAPNlc9VqQ,Naazir Ra,6795581,US,0.85,121000.0,3095.99743,3095.99743,8433497,3557.15356214,1609.239157491,3525.217607973,2996.434966777,19.937807,2015-04-29T00:00:00.0000000Z,2022-10-13T00:00:00.0000000Z,C,"[
  ""Black"",
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJU_uJJuC339cHaF7I3wI2wOZpIte1zpIgQIzcmHlQ=s88-c-k-c0x00ffffff-no-rj,YES,193
UC2Vyifkq9akiu8YILlHQ7yA,BUG SPORTS,890554,,1.0,10300.0,861.764764,861.764764,875553,72.363057992,23.358907675,92.431893688,92.431893688,5.0,2014-02-22T00:00:00.0000000Z,2016-12-04T00:00:00.0000000Z,R,"[
  ""WhiteIdentitarian""
]",White Identitarian,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWs4eohO4mxIzR-SDdeloZozO7zhuY2RZh9BQ=s88-c-k-c0x00ffffff-no-rj,YES,4
UCdGkmb5zEDXnPSmQlV43t0Q,JamesRandiFoundation,21486480,,1.0,141000.0,4897.283589,4897.283589,21396232,90.939554859,105.310866561,1447.392026578,1447.392026578,26.303725,2008-03-05T00:00:00.0000000Z,2020-02-20T02:45:49.7514414Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVBL3CZE01s-xgIX7w32dXr44UIMsSwRcfDFOus=s88-c-k-c0x00ffffff-no-rj,YES,346
UCEb4sO3H5X1fJYpBQ_x669w,Micah Stephen Bell,1570598,US,0.9,17300.0,527.555292,527.555292,1555233,42.985405248,50.163346261,121.411129568,109.270016611,34.506494,2014-09-18T00:00:00.0000000Z,2022-10-14T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/uIdsWM3GIPq5Iq1jMaf1oFcZWhJ8OGhp_jwneridpqA0rrlYlmsRwKQ9WHJ5DsqMRbRvuLXyaIk=s88-c-k-c0x00ffffff-no-rj,YES,154
UCRc5j2kC1m-TAMnfgSKjcJw,TYRONE72,3958776,US,0.9,26000.0,1761.445648,1761.445648,4229231,3.862354642,9.222646267,147.065614618,132.359053156,21.683824,2013-04-11T00:00:00.0000000Z,2019-11-07T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/THGX4dZKvw_45T2-Q6XB22M7pfJwMPgGIKi6uYEPsAmzqt5Jm9-kWLHYhCzJL9rIJwwZDRW8hw=s88-c-k-c0x00ffffff-no-rj,YES,0
UC_t-BjTyhcKSk9PKHerPzhQ,SARA SUTEN SETI,4836370,US,0.85,46600.0,2734.978275,2734.978275,4154432,4558.572324372,2283.041117687,2404.283222591,2043.640739203,46.05298,2018-08-24T19:38:39.0000000Z,2022-10-21T17:13:35.5336134Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AL5GRJW4FSbGajLgy9ECmBguCqbsjKDBW3VyLXURHxb-=s88-c-k-c0x00ffffff-no-rj,YES,36
UCYa4_rrO7PcVAe2Bw4kM-2w,Patriot News,1111049,US,1.0,40700.0,1371.731646,1371.731646,1083668,217.440729535,51.167543058,772.838870432,772.838870432,62.640506,2018-08-11T01:45:36.0000000Z,2020-10-09T20:05:39.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/a/AATXAJzhRgmjO3ij46BTLI7fUk1bhbGDqdadqVm0pfOJmg=s88-c-k-c0xffffffff-no-rj-mo,NO,
UCZKXHIteG5KG3cr-Hpj8MPg,CCN Cross Canada News,4908,CA,1.0,12500.0,1280.196055,1280.196055,2141768,377.360192492,25.511422539,403.460963455,403.460963455,40.776536,2017-12-23T00:00:00.0000000Z,2022-07-23T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUPX03Mx2N4Z8AsF1iGiXou4HwEE4wu0EfESok2=s88-c-k-c0x00ffffff-no-rj,YES,4
UC2yZsfugEnzcYOyAUwTRbxw,HIP HOP CARTOONS,4381879,CA,0.9,57300.0,1615.171755,1615.171755,8200227,2583.332454582,1241.14131093,2413.217607973,2171.895847176,4.740741,2008-12-02T00:00:00.0000000Z,2022-10-27T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/z1ITilvt48NQsonEoEOZoCTCbh4IspCTY5fJcu0ET5QHZqEdDHsRhcTPswyqrkSSBdDGDyY-=s88-c-k-c0x00ffffff-no-rj,YES,352
UC4G0necYorJZRj7V8-bQZrQ,Nubreed Global Truth,23198470,US,0.9,166000.0,6668.870693,6668.870693,19546460,32107.704016923,21142.150050759,14555.513289037,13099.961960133,50.506083,2014-10-10T00:00:00.0000000Z,2022-10-19T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/UcPa9LOtKTLNXPXHfThoBZqfWg8HWTBJ5ALINRFLfenrhyOBTox5_R4nX0TGR_t9-6vT8j0_IQ=s88-c-k-c0x00ffffff-no-rj,YES,189
UCzSVGjD-huQf0dJZCqDoK4Q,The Kat Kerr,1852831,US,0.8,45300.0,591.927414,591.927414,1900087,126.023895455,48.665595179,686.437707641,549.150166113,17.317308,2013-01-11T00:00:00.0000000Z,2021-10-26T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon"",
  ""ReligiousConservative""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUHvZ8vSTXrgSH5FE0gscK0rHfvrpjPfJLEM58QlQ=s88-c-k-c0x00ffffff-no-rj,YES,188
UCnaIeNm-jSa1l8yHrn7PlQg,Richard Dolan Intelligent Disclosure ,16260017,US,0.85,127000.0,3330.573163,3330.573163,15090827,4632.941244135,1510.643044223,5349.359634551,4546.955689369,51.230769,2010-05-30T00:00:00.0000000Z,2022-10-25T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/jrbzsi8r9wgGRuIP52MWsA2lL48WmQEyDYJXAgvhFvluNJbrmyPMk3DisZGNeakdrNp20NrPDJs=s88-c-k-c0x00ffffff-no-rj,YES,249
UC6sBQCtDpDs6l40fNimR5Xg,Lorestrom's Warhammer Grimoire,34894,GB,0.8,11400.0,1100.214437,1100.214437,2072804,13.977122645,13.428415897,39.281561462,31.425249169,14.346801,2016-05-19T00:00:00.0000000Z,2021-07-16T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXbpNTTqlJYZ_inyf8X-G50WfX8c09ixlUBRPUC=s88-c-k-c0x00ffffff-no-rj,YES,17
UCnctGVeyGLmGeT_6SOQ8cAw,Logos Made Flesh,12905401,US,0.9,109000.0,5622.913614,5622.913614,12432262,638.510227474,698.874565694,2972.825581395,2675.543023256,7.62963,2015-12-23T00:00:00.0000000Z,2022-01-11T00:00:00.0000000Z,C,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUs48p381nlgiSEoTSDPjGQWbcaLsJkhP_5PB0QYA=s88-c-k-c0x00ffffff-no-rj,YES,27
UCoDVTjT6ZUR_BZ3BUU7stXA,Jesus Norway,7355441,NO,1.0,65200.0,3558.80522,3558.80522,12680023,12.386138007,45.185654742,1214.32641196,1214.32641196,15.081081,2012-11-25T00:00:00.0000000Z,2022-08-28T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""OrganizedReligion""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJW0QXyyPQGYFwa2ZxXDmdFW8qUcydqX1vieY3aJwA=s88-c-k-c0x00ffffff-no-rj,YES,75
UCww9VDOBh5hfnsN6pPE6NpA,Girl Defined,20388604,US,0.6,159000.0,8473.21417,8473.21417,20928839,8648.228173804,5646.541337837,7101.454318937,4260.872591362,11.099576,2016-01-16T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/W0OD3jN1VU7ppHMWtHyBFZFuDawz7utd7fcw0b2dmlaLIXRgjJavEu2x5z6MttQpfLc7aWceMQ=s88-c-k-c0x00ffffff-no-rj,YES,488
UCu13MNNOLhyRV-YtlYWV4tw,Matthew Williams,1933842,GB,0.8,12300.0,702.001093,702.001093,1926291,8.141470764,12.919551304,78.550664452,62.840531561,9.138021,2013-12-30T00:00:00.0000000Z,2021-07-05T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWaLGaxi-UzAJlQJ66XFryPf_ckbJYAOO-t2gy1_g=s88-c-k-c0x00ffffff-no-rj,YES,378
UCbBRmv6r0fO2gVlIXiFzVIg,SOLMEMES,3200536,,1.0,20200.0,1671.315177,1671.315177,3160457,501.831244136,133.976877344,961.747508306,961.747508306,0.712733,2017-07-05T00:00:00.0000000Z,2022-09-08T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVrKerzNFyUcjT2Pn0N8KneyqwLYgIwx1Ij5R0aoA=s88-c-k-c0x00ffffff-no-rj,YES,669
UCzsUTHoRDKCao1sbD5Jg1Ow,Jamie Buturff,1343897,US,0.85,11500.0,461.560653,461.560653,1327910,1.314171488,0.192560664,35.310631229,30.014036545,8.204545,2010-07-25T00:00:00.0000000Z,2018-06-10T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXnRm0BMeFc_u4VrjkoxCsdwS0oLnYamU98blLTvw=s88-c-k-c0x00ffffff-no-rj,NO,
UCzjPwFPxtpZTJ1dq7cAkb3g,Is Genesis History?,19279273,US,0.95,172000.0,9045.7901,9045.7901,19005205,7194.023437269,16597.62105284,13649.303156146,12966.837998339,20.72093,2016-12-29T00:00:00.0000000Z,2022-09-30T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AL5GRJV3jZ24eyz0sTcveeHdOy9MgyuaB726SQQK4tVuKA=s88-c-k-c0x00ffffff-no-rj,YES,351
UCf1EWeQ7DefD6Ds3KdeQ-uQ,Mr Reagan,40172835,US,1.0,340000.0,24576.52887,24576.52887,40010589,73358.390191643,6623.343297483,21091.209302326,21091.209302326,21.876325,2018-05-14T00:00:00.0000000Z,2022-10-28T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVpcLd83npRunND9PBG6uqm9q8BjoIGhQgSlBXd=s88-c-k-c0x00ffffff-no-rj,YES,647
